lines_added,lines_deleted,net_churn,files_changed,commits_between,msg_total_length,has_perf_keyword,has_fix_keyword,has_test_keyword,has_refactor_keyword,has_dependency_keyword,project,language,prev_commit,commit,prev_energy_median,curr_energy_median,pct_change,p_value,cliffs_delta,is_regression_naive,is_regression
25,1,26,4,1,33,0,1,1,0,1,fastexcel,java,659bddf0dd1b275afcfaa2f0e31d973b6abf1f6e,0959122245466ecde992c5cbdc9d7f74436a9d52,816.25,812.83,-0.00418989280245018,0.3094743057014513,0.2222222222222222,0,0
0,0,0,0,1,47,0,0,0,0,0,fastexcel,java,0959122245466ecde992c5cbdc9d7f74436a9d52,64b61d2f9c96b7bba3d4e1518e7a1cce138102f7,812.83,817.5,0.005745358808114808,0.14657603430900068,-0.31555555555555553,0,0
1,1,2,1,1,54,0,0,0,0,1,fastexcel,java,64b61d2f9c96b7bba3d4e1518e7a1cce138102f7,8d7de1699781b7566af07f019595929801a9d889,817.5,814.44,-0.0037431192660549793,0.41851381169736,0.17777777777777778,0,0
1,1,2,1,1,54,0,0,0,0,1,fastexcel,java,8d7de1699781b7566af07f019595929801a9d889,e839f29e48310764b05ff9f0b558fec251cb0ae6,814.44,809.43,-0.006151466038013978,0.025086713247997834,0.48444444444444446,0,0
1,1,2,1,1,75,0,0,0,0,1,fastexcel,java,e839f29e48310764b05ff9f0b558fec251cb0ae6,5e836d6d3c29c2292bcc163001640c3b86598d8f,809.43,810.22,0.000975995453590894,0.5614474146848649,-0.1288888888888889,0,0
6,0,6,1,1,109,0,0,0,0,0,fastexcel,java,5e836d6d3c29c2292bcc163001640c3b86598d8f,53836693216766b13b5d6beacfd562c4d45cae8e,810.22,813.4,0.003924859914591037,0.20579182557266695,-0.27555555555555555,0,0
29,6,35,3,1,24,0,0,0,0,0,fastexcel,java,53836693216766b13b5d6beacfd562c4d45cae8e,c1542889025dc79693febaf64bb0612f200d0902,813.4,811.28,-0.002606343742316209,0.755709307865404,0.07111111111111111,0,0
1,30,31,2,1,9,0,0,0,0,0,fastexcel,java,c1542889025dc79693febaf64bb0612f200d0902,15c2f73b628d438b96b80bac05e1e5dd0d95884e,811.28,813.09,0.0022310423035204357,0.1408494216179361,-0.32,0,0
41,1,42,3,3,55,0,0,0,0,0,fastexcel,java,15c2f73b628d438b96b80bac05e1e5dd0d95884e,54711b397065363261d1a50b7b1d635df580f6c3,813.09,811.22,-0.002299868403251798,0.13538211004560674,0.3244444444444444,0,0
1,41,42,4,1,54,0,0,0,0,1,fastexcel,java,54711b397065363261d1a50b7b1d635df580f6c3,0f5f2b98f98b911712938fef106c0af78a62490a,811.22,809.25,-0.002428441113384812,0.5897385933186072,0.12,0,0
6,0,6,1,2,172,0,0,0,0,0,fastexcel,java,0f5f2b98f98b911712938fef106c0af78a62490a,3176f9f89acf80be74dc7f668bb40c4d570190e3,809.25,815.95,0.008279270929873395,0.03439744889250225,-0.4577777777777778,0,0
1,1,2,1,2,65,0,0,0,0,0,fastexcel,java,3176f9f89acf80be74dc7f668bb40c4d570190e3,eeeb5fd3ad348f76ddc1ca397e478fd4bb030df4,815.95,811.74,-0.005159629879281863,0.03808828420629213,0.4488888888888889,0,0
40,0,40,3,4,116,0,0,0,0,0,fastexcel,java,eeeb5fd3ad348f76ddc1ca397e478fd4bb030df4,2821a16c8b0ba56350cc64967f2667a44f00d116,811.74,809.88,-0.002291374085298265,0.9338864180775845,-0.022222222222222223,0,0
1,1,2,1,1,49,0,0,0,0,1,fastexcel,java,2821a16c8b0ba56350cc64967f2667a44f00d116,e098096e7a754aa173e2608ffb14a0bb1973f593,809.88,804.72,-0.006371314268780521,0.010121802247772722,0.5555555555555556,0,0
1,1,2,1,1,54,0,0,0,0,1,fastexcel,java,e098096e7a754aa173e2608ffb14a0bb1973f593,12f3faf5ccad582b5265fd7ac13161532f65660c,804.72,803.09,-0.002025549259369713,0.8034625743147712,0.057777777777777775,0,0
38,6,44,5,1,19,0,0,0,0,0,fastexcel,java,12f3faf5ccad582b5265fd7ac13161532f65660c,2a0023d5a530589088367e88843982098f8b2aff,803.09,805.09,0.0024903809037592297,0.5614038666800154,-0.1288888888888889,0,0
3,3,6,1,2,80,0,0,0,0,0,fastexcel,java,2a0023d5a530589088367e88843982098f8b2aff,69683786827e3dd04fb0d38c70c7bce25cde951b,805.09,806.43,0.001664410190164973,0.5896558053941625,-0.12,0,0
1,1,2,1,1,65,0,0,0,0,1,fastexcel,java,69683786827e3dd04fb0d38c70c7bce25cde951b,77e396b3bcfe856e5c7a059a75fdc71354379d8f,806.43,810.56,0.005121337251838344,6.824077944638084e-05,-0.8577777777777778,0,0
124,37,161,6,1,31,0,0,0,0,0,fastexcel,java,77e396b3bcfe856e5c7a059a75fdc71354379d8f,1a44ecc8497b82a26e4a1c50486540085d59d6e3,810.56,818.76,0.010116462692459591,3.356755084154065e-05,-0.8933333333333333,0,0
94,0,94,1,1,25,0,0,0,0,0,fastexcel,java,1a44ecc8497b82a26e4a1c50486540085d59d6e3,48124a4f60c7b0ddd6d631176670501127220d4c,818.76,898.1,0.09690263325028095,3.3918213908250945e-06,-1.0,0,0
38,219,257,6,1,34,0,0,0,0,0,fastexcel,java,48124a4f60c7b0ddd6d631176670501127220d4c,16de8005339470a6ae8fde238294f2efaedd68e5,898.1,810.69,-0.09732769179378685,3.3918213908250945e-06,1.0,0,0
1,1,2,1,1,65,0,0,0,0,1,fastexcel,java,16de8005339470a6ae8fde238294f2efaedd68e5,78c6ae44e8e8525aa28aecf7429ef0a5bda849e3,810.69,810.93,0.0002960441105723463,0.506914933812496,0.14666666666666667,0,0
1,1,2,1,1,34,0,0,0,0,0,fastexcel,java,78c6ae44e8e8525aa28aecf7429ef0a5bda849e3,29aa734f4ef23876bc13af1b2c27b77a98b01851,810.93,809.1,-0.002256668269764255,0.6482039260122094,0.10222222222222223,0,0
1,1,2,1,1,70,0,0,0,0,1,fastexcel,java,29aa734f4ef23876bc13af1b2c27b77a98b01851,ca634ac00ad9891ac220d2b6ee8106c6eee308a5,809.1,809.65,0.0006797676430601341,0.9669147771731937,-0.013333333333333334,0,0
1,1,2,1,1,70,0,0,0,0,1,fastexcel,java,ca634ac00ad9891ac220d2b6ee8106c6eee308a5,63bf5b26e7788a758a8498bc91e882714a5d7662,809.65,810.43,0.0009633792379422871,0.6333259145156125,-0.10666666666666667,0,0
1,1,2,1,1,70,0,0,0,0,1,fastexcel,java,63bf5b26e7788a758a8498bc91e882714a5d7662,0bf647a753a51241f7f31a683e4aa910c56b1b9a,810.43,810.63,0.0002467825722148063,0.506914933812496,0.14666666666666667,0,0
1,1,2,1,1,51,0,0,0,0,1,fastexcel,java,0bf647a753a51241f7f31a683e4aa910c56b1b9a,838d46ab252815ca9e4dfbbdac11f2c77443f4ac,810.63,808.9,-0.0021341425804621322,0.48073111045562256,0.15555555555555556,0,0
31,1,32,2,1,49,0,0,0,0,0,fastexcel,java,838d46ab252815ca9e4dfbbdac11f2c77443f4ac,b17e1883739e45eaf282b8ead722245ced8272ba,808.9,809.7,0.0009889974038818992,0.3614963660708982,-0.2,0,0
2,32,34,3,1,73,0,0,0,0,1,fastexcel,java,b17e1883739e45eaf282b8ead722245ced8272ba,b6503d19a1932bff3d200a3b79656022bad8095f,809.7,809.34,-0.0004446091144868638,0.7089232340537643,0.08444444444444445,0,0
8,5,13,2,1,47,0,0,0,0,0,fastexcel,java,b6503d19a1932bff3d200a3b79656022bad8095f,f4dff7ce71a514083b97a4afd2d09056e3150535,809.34,810.68,0.0016556700521411496,0.8034625743147712,-0.057777777777777775,0,0
6,9,15,3,1,51,0,0,0,0,1,fastexcel,java,f4dff7ce71a514083b97a4afd2d09056e3150535,e874298259feda191d918ebc0e3cd42659154687,810.68,808.7,-0.0024423940395716,0.4067868333984651,0.18222222222222223,0,0
38,6,44,4,1,17,0,0,0,0,0,fastexcel,java,e874298259feda191d918ebc0e3cd42659154687,899f64bc864901151b836d5b733f06a2e2515c19,808.7,811.76,0.0037838506244589408,0.24548500120312422,-0.25333333333333335,0,0
18,50,68,9,2,77,0,0,0,0,0,fastexcel,java,899f64bc864901151b836d5b733f06a2e2515c19,2025c8b9974ea273fa007a84735009a4586f59be,811.76,809.67,-0.002574652606681817,0.3295843113676419,0.21333333333333335,0,0
86,37,123,1,1,24,0,0,0,0,0,fastexcel,java,2025c8b9974ea273fa007a84735009a4586f59be,6176c1bb5b6a78abd0aa85960a1061732213b53e,809.67,812.04,0.0029271184556671293,0.17102162039971303,-0.29777777777777775,0,0
11,12,23,1,1,17,0,0,1,0,0,fastexcel,java,6176c1bb5b6a78abd0aa85960a1061732213b53e,e485a811687e38721815157e45f2416b09e2e369,812.04,813.7,0.0020442342741737868,0.7400217511938185,0.07555555555555556,0,0
280,147,427,13,4,157,0,0,0,0,1,fastexcel,java,e485a811687e38721815157e45f2416b09e2e369,5876de3b01ec07b1d297f09ec21d1987e20f6a97,813.7,898.75,0.10452255130883611,3.3918213908250945e-06,-1.0,0,0
40,8,48,4,3,99,0,0,0,0,0,fastexcel,java,5876de3b01ec07b1d297f09ec21d1987e20f6a97,36b684b7673ec7f358687908d7b8ca0fbc10586a,898.75,904.14,0.005997218358831696,0.004209946028667896,-0.6177777777777778,0,0
109,61,170,7,5,178,0,1,1,0,0,fastexcel,java,36b684b7673ec7f358687908d7b8ca0fbc10586a,3e1268d6da547047a230d2ec788ce38994c416e0,904.14,905.21,0.0011834450416971377,0.38373262766250305,-0.19111111111111112,0,0
31,1,32,2,2,95,0,0,0,0,0,fastexcel,java,3e1268d6da547047a230d2ec788ce38994c416e0,a32aa60e9c992010e9867d7f5cf8b124d65b4db9,905.21,904.47,-0.0008174898642304096,0.5897385933186072,0.12,0,0
1,1,2,1,1,76,0,0,0,0,1,fastexcel,java,a32aa60e9c992010e9867d7f5cf8b124d65b4db9,7e247b70e50c9ae418caafbac71b3161ff1e3952,904.47,903.69,-0.0008623834953066135,0.493682051010625,0.1511111111111111,0,0
1,1,2,1,1,67,0,0,0,0,1,fastexcel,java,7e247b70e50c9ae418caafbac71b3161ff1e3952,a99f7b2948f609cecefa71ca6971ea4051b6d324,903.69,893.59,-0.011176398986378096,5.737063008488556e-05,0.8666666666666667,0,0
1,1,2,1,1,73,0,0,0,0,1,fastexcel,java,a99f7b2948f609cecefa71ca6971ea4051b6d324,bfc886c361b82b724b1eb53e94b39afb77056f38,893.59,892.82,-0.0008616927226132587,0.7089232340537643,0.08444444444444445,0,0
1,1,2,1,1,70,0,0,0,0,1,fastexcel,java,bfc886c361b82b724b1eb53e94b39afb77056f38,9787295fd67ffdfc3d0fdbea517e5c5af2dc015a,892.82,897.12,0.004816200353934673,0.2997583700887151,-0.22666666666666666,0,0
1,1,2,1,1,70,0,0,0,0,1,fastexcel,java,9787295fd67ffdfc3d0fdbea517e5c5af2dc015a,a3200c7ec5a3899826222b5bd699927c4692f829,897.12,898.86,0.0019395398608881857,1.0,-0.0044444444444444444,0,0
1,1,2,1,1,70,0,0,0,0,1,fastexcel,java,a3200c7ec5a3899826222b5bd699927c4692f829,56b9c6bd0dd1c72276adede5b407908be94ab91a,898.86,894.41,-0.004950715350555198,0.2997583700887151,0.22666666666666666,0,0
1,1,2,1,1,70,0,0,0,0,1,fastexcel,java,56b9c6bd0dd1c72276adede5b407908be94ab91a,0cb98276d7543bfc26704beddca43475aa4740ea,894.41,894.02,-0.00043604163638598224,0.9338864180775845,0.022222222222222223,0,0
17,1,18,3,1,42,0,0,0,0,0,fastexcel,java,0cb98276d7543bfc26704beddca43475aa4740ea,920f2dbbec21e88e5a63203ac93cf796b00058a1,894.02,755.16,-0.15532091004675513,3.3918213908250945e-06,1.0,0,0
16,12,28,1,1,42,0,0,0,0,0,fastexcel,java,920f2dbbec21e88e5a63203ac93cf796b00058a1,792b70a2ebc555c0012c3e51012f2fc701070509,755.16,892.72,0.18216007203771395,3.3918213908250945e-06,-1.0,0,0
25,7,32,2,1,12,0,0,1,0,0,fastexcel,java,792b70a2ebc555c0012c3e51012f2fc701070509,d206d0b5811a9bdeecea0a58d05d8c0babfc3f45,892.72,893.49,0.000862532484989674,0.4553018964198552,-0.16444444444444445,0,0
8,46,54,6,1,42,0,0,0,0,0,fastexcel,java,d206d0b5811a9bdeecea0a58d05d8c0babfc3f45,65c5342f55ecbade28998e8f13945b25477193f4,893.49,893.64,0.00016788100594296217,1.0,-0.0044444444444444444,0,0
46,8,54,6,4,163,0,0,1,0,0,fastexcel,java,65c5342f55ecbade28998e8f13945b25477193f4,95cd7af9e64a77792288fa693ebb1f927ba86109,893.64,890.84,-0.0031332527639764945,0.1523865017147963,0.3111111111111111,0,0
1,1,2,1,1,73,0,0,0,0,1,fastexcel,java,95cd7af9e64a77792288fa693ebb1f927ba86109,2e664d38257a03201f3bfe00c124f0e42124edd9,890.84,896.24,0.006061694580396005,0.0024626042007544527,-0.6533333333333333,0,0
19,7,26,3,1,60,0,0,0,0,0,fastexcel,java,2e664d38257a03201f3bfe00c124f0e42124edd9,2f55a441756a3f0ea9c210a3c30afc1c98194266,896.24,893.9,-0.002610907792555601,0.5614474146848649,0.1288888888888889,0,0
12,5,17,2,2,27,0,1,0,0,0,fastexcel,java,2f55a441756a3f0ea9c210a3c30afc1c98194266,f2b81b399d2b63707f49a599260b08c6e96569d6,893.9,891.69,-0.002472312339187742,0.5614474146848649,0.1288888888888889,0,0
13,32,45,4,2,147,0,0,0,0,1,fastexcel,java,f2b81b399d2b63707f49a599260b08c6e96569d6,1473a868a666cd216a0c69f8b842f24f88e66865,891.69,893.05,0.0015251937332479897,1.0,0.0044444444444444444,0,0
30,11,41,3,4,140,0,1,0,0,0,fastexcel,java,1473a868a666cd216a0c69f8b842f24f88e66865,3de1ab1d0045ad68e3b95f17c048d93a65313b8d,893.05,894.63,0.001769217848944674,0.5338294217441396,-0.13777777777777778,0,0
2,2,4,2,2,111,0,0,0,0,0,fastexcel,java,3de1ab1d0045ad68e3b95f17c048d93a65313b8d,4ce3bb88de80c22282127bcc2fa9bd78e458b987,894.63,893.35,-0.0014307590847612674,0.5897385933186072,0.12,0,0
1,1,2,1,1,65,0,0,0,0,1,fastexcel,java,4ce3bb88de80c22282127bcc2fa9bd78e458b987,682a9c7070827183be74ed7e20c8acd04be9e21f,893.35,893.59,0.00026865170425925905,0.9338790795853346,0.022222222222222223,0,0
1,1,2,1,1,54,0,0,0,0,1,fastexcel,java,682a9c7070827183be74ed7e20c8acd04be9e21f,4334ee108a0faf709ec5c3495c38b59907f02aba,893.59,896.16,0.00287603934690399,0.18416588608240148,-0.28888888888888886,0,0
1,1,2,1,1,77,0,0,0,0,1,fastexcel,java,4334ee108a0faf709ec5c3495c38b59907f02aba,93c6b6e0f418e5d9ddecd106b3a6c68ff7794c77,896.16,892.0,-0.004642028209248313,0.08146074521015789,0.37777777777777777,0,0
1,1,2,1,1,76,0,0,0,0,1,fastexcel,java,93c6b6e0f418e5d9ddecd106b3a6c68ff7794c77,9bc696487a64aa82df3b1b4ce9614121f72da883,892.0,894.62,0.002937219730941709,0.4553018964198552,-0.16444444444444445,0,0
1,1,2,1,1,75,0,0,0,0,1,fastexcel,java,9bc696487a64aa82df3b1b4ce9614121f72da883,e2e569f6e8d96fe8ac65fc4d932e20e01f69fb6f,894.62,891.18,-0.00384520802128284,0.08901797772326324,0.3688888888888889,0,0
1,1,2,1,1,74,0,0,0,0,1,fastexcel,java,e2e569f6e8d96fe8ac65fc4d932e20e01f69fb6f,83704f6de78cc4d8341044dfbeb212c136d8e5bf,891.18,887.29,-0.004364999214524548,0.39510552151381173,0.18666666666666668,0,0
1,1,2,1,1,52,0,0,0,0,1,fastexcel,java,83704f6de78cc4d8341044dfbeb212c136d8e5bf,e68130ca294d82192e35e8105ffd6786a6e8ac2b,887.29,891.27,0.00448556841618864,0.05123941919274439,-0.4222222222222222,0,0
2,2,4,2,1,42,0,0,0,0,0,fastexcel,java,e68130ca294d82192e35e8105ffd6786a6e8ac2b,25dec3ae4911ea0993c2856d808850c7a8557c12,891.27,892.67,0.0015707922402863075,0.9338864180775845,-0.022222222222222223,0,0
3,3,6,3,1,75,0,0,0,0,1,fastexcel,java,25dec3ae4911ea0993c2856d808850c7a8557c12,f771f5972eab096c2d61ed4388fd820cd224350b,892.67,890.47,-0.0024645165626714597,0.6783024655972324,0.09333333333333334,0,0
1,1,2,1,1,78,0,0,0,0,1,fastexcel,java,f771f5972eab096c2d61ed4388fd820cd224350b,336a6e6b017006c3cb0e10344eec31849f4f45b1,890.47,893.45,0.0033465473289386706,0.43064798984807773,-0.17333333333333334,0,0
1,1,2,1,1,70,0,0,0,0,1,fastexcel,java,336a6e6b017006c3cb0e10344eec31849f4f45b1,97846615c6f2913642d199439ef0c1a9557e4d88,893.45,894.47,0.0011416419497453487,0.8357050269952793,-0.04888888888888889,0,0
1,1,2,1,1,72,0,0,0,0,1,fastexcel,java,97846615c6f2913642d199439ef0c1a9557e4d88,c0593ab14fa247739c01c159f7f869739f5f892f,894.47,891.61,-0.003197424172973955,0.26275304114766074,0.24444444444444444,0,0
1,1,2,1,1,49,0,0,0,0,1,fastexcel,java,c0593ab14fa247739c01c159f7f869739f5f892f,af448e2def101b4c8218b1146e2f606e5d0ace73,891.61,891.26,-0.0003925483114815028,0.9009714934164412,-0.03111111111111111,0,0
1,1,2,1,1,53,0,0,0,0,1,fastexcel,java,af448e2def101b4c8218b1146e2f606e5d0ace73,7e74f02d756d019446b2bffba9fafefc4bb18d59,891.26,893.21,0.002187913740098339,0.43064798984807773,-0.17333333333333334,0,0
2,2,4,2,2,111,0,0,0,0,0,fastexcel,java,7e74f02d756d019446b2bffba9fafefc4bb18d59,bc9ff6ba5b397047819af2307e6295c885911117,893.21,891.14,-0.0023174841302717724,0.5897385933186072,0.12,0,0
1,1,2,1,1,54,0,0,0,0,1,fastexcel,java,bc9ff6ba5b397047819af2307e6295c885911117,58ca983c262bf13bfac03e7b6cc47e88b18f7f5e,891.14,893.95,0.003153264358013398,0.5897385933186072,-0.12,0,0
16,14,30,1,1,15,0,1,0,0,0,fastexcel,java,58ca983c262bf13bfac03e7b6cc47e88b18f7f5e,3e438e35ad87ca4e18c587fc25302fc203d3f83d,893.95,893.15,-0.0008949046367247253,0.8195259356447925,0.05333333333333334,0,0
15,17,32,2,1,75,0,0,0,0,1,fastexcel,java,3e438e35ad87ca4e18c587fc25302fc203d3f83d,87e5ba1fa2aa7c328657645b2319879374278663,893.15,891.37,-0.001992946313609106,0.9669147771731937,0.013333333333333334,0,0
1,1,2,1,1,78,0,0,0,0,1,fastexcel,java,87e5ba1fa2aa7c328657645b2319879374278663,6c7f653fd87d01136fefe20677830081ec4a8a90,891.37,896.32,0.005553249492354516,0.12486035998214667,-0.3333333333333333,0,0
1,1,2,1,1,74,0,0,0,0,1,fastexcel,java,6c7f653fd87d01136fefe20677830081ec4a8a90,1a3f78048f484492a690d9f8b14f30e3589546ea,896.32,892.46,-0.004306497679400229,0.21332278254094483,0.27111111111111114,0,0
200,33,233,4,2,154,0,0,0,0,1,fastexcel,java,1a3f78048f484492a690d9f8b14f30e3589546ea,195ee7aae73a0e9d4b64bfdbb39d390a817d2c6b,892.46,893.22,0.0008515787822423312,0.8034411566561627,-0.057777777777777775,0,0
32,199,231,4,1,65,0,0,0,0,1,fastexcel,java,195ee7aae73a0e9d4b64bfdbb39d390a817d2c6b,faa7aa39cca6b9bc11042681168a9eca9f33c70d,893.22,892.21,-0.0011307404670741709,0.7715511878155722,0.06666666666666667,0,0
1,1,2,1,1,70,0,0,0,0,1,fastexcel,java,faa7aa39cca6b9bc11042681168a9eca9f33c70d,8c03b39d17c1ebd6ddabd4f6a1975f13febb82f6,892.21,895.13,0.003272772105221819,0.6186695570822622,-0.1111111111111111,0,0
1,1,2,1,1,49,0,0,0,0,1,fastexcel,java,8c03b39d17c1ebd6ddabd4f6a1975f13febb82f6,02afccc8cb769f321fbebaa8d45948da982c9193,895.13,896.51,0.0015416755108196524,0.5897385933186072,-0.12,0,0
286,34,320,6,2,180,0,0,0,0,0,fastexcel,java,02afccc8cb769f321fbebaa8d45948da982c9193,12e2eddad776aa95acfd04cb80e40f1c9a707556,896.51,891.32,-0.005789115570378402,0.15846460599820356,0.30666666666666664,0,0
66,297,363,7,2,95,0,0,0,0,1,fastexcel,java,12e2eddad776aa95acfd04cb80e40f1c9a707556,b84c97c6f6838041f04fa58118a43ab04e5d0f18,891.32,891.18,-0.00015707041242213798,1.0,0.0044444444444444444,0,0
43,18,61,2,1,17,0,0,1,0,0,fastexcel,java,b84c97c6f6838041f04fa58118a43ab04e5d0f18,8e7dd9ade85d9bd39ba7f8a247637139060ba631,891.18,893.92,0.0030745752822101137,0.05123941919274439,-0.4222222222222222,0,0
34,80,114,6,3,191,0,0,0,0,1,fastexcel,java,8e7dd9ade85d9bd39ba7f8a247637139060ba631,1350d1fb70610cef690b029b78237985082efc9a,893.92,894.61,0.0007718811526759157,0.9669147771731937,-0.013333333333333334,0,0
1,1,2,1,1,75,0,0,0,0,1,fastexcel,java,1350d1fb70610cef690b029b78237985082efc9a,ff6085f7e80fdf979702f38905f3e2b69d5673cc,894.61,892.96,-0.0018443791149215605,0.5614474146848649,-0.1288888888888889,0,0
1,1,2,1,1,78,0,0,0,0,1,fastexcel,java,ff6085f7e80fdf979702f38905f3e2b69d5673cc,a011c56cc17b9701a11be6807cb8f554c5e11995,892.96,892.68,-0.0003135638774414155,0.6482039260122094,0.10222222222222223,0,0
77,31,108,5,3,100,0,0,1,0,0,fastexcel,java,a011c56cc17b9701a11be6807cb8f554c5e11995,e23d26ce86732244ce9daa048dba069c115728d3,892.68,894.3,0.0018147600483936065,0.2997583700887151,-0.22666666666666666,0,0
32,78,110,6,1,73,0,0,0,0,1,fastexcel,java,e23d26ce86732244ce9daa048dba069c115728d3,7d23bd772e87e28965eaf8b823001f70d5e9e5f8,894.3,894.83,0.0005926422900593609,0.7400217511938185,0.07555555555555556,0,0
1,1,2,1,1,74,0,0,0,0,1,fastexcel,java,7d23bd772e87e28965eaf8b823001f70d5e9e5f8,6bab5291cbed096be485f294cdb8766da87eed9e,894.83,891.98,-0.0031849625068449006,0.15846460599820356,0.30666666666666664,0,0
1,1,2,1,1,65,0,0,0,0,1,fastexcel,java,6bab5291cbed096be485f294cdb8766da87eed9e,f267bcea649099a2b8a35940c4a9e351dafd8cd4,891.98,895.71,0.004181708110047331,0.22902896662469463,-0.26222222222222225,0,0
1,1,2,1,1,75,0,0,0,0,1,fastexcel,java,f267bcea649099a2b8a35940c4a9e351dafd8cd4,9bfa1ea04e824dd190bb79ddac9197eb3c3331b6,895.71,892.69,-0.0033716269774815306,0.6186695570822622,0.1111111111111111,0,0
1,1,2,1,1,75,0,0,0,0,1,fastexcel,java,9bfa1ea04e824dd190bb79ddac9197eb3c3331b6,8add69ab8e337a6cb47cf62be69274b893d0c4e4,892.69,894.2,0.0016915166519172286,0.5338294217441396,0.13777777777777778,0,0
1,1,2,1,1,78,0,0,0,0,1,fastexcel,java,8add69ab8e337a6cb47cf62be69274b893d0c4e4,40db54a636473e0d42ca6d46f69c8224759f1299,894.2,893.65,-0.000615074927309403,0.6333259145156125,-0.10666666666666667,0,0
77,31,108,5,4,153,0,0,1,0,0,fastexcel,java,40db54a636473e0d42ca6d46f69c8224759f1299,16f96bfa81c5ad4712660004c669a4acba35bfb8,893.65,892.79,-0.0009623454372517358,0.6186695570822622,0.1111111111111111,0,0
2,2,4,1,1,50,0,0,0,0,0,fastexcel,java,16f96bfa81c5ad4712660004c669a4acba35bfb8,41965fa8e160b9b3c0ad7897038a68bca0979327,892.79,895.09,0.002576193729768555,0.6783024655972324,-0.09333333333333334,0,0
32,78,110,6,1,73,0,0,0,0,1,fastexcel,java,41965fa8e160b9b3c0ad7897038a68bca0979327,7f37afab498e3f30c05c3bd35bebd86eef03adb1,895.09,893.94,-0.001284787004658724,0.5897385933186072,0.12,0,0
77,31,108,5,6,260,0,0,1,0,0,fastexcel,java,7f37afab498e3f30c05c3bd35bebd86eef03adb1,e16b68a1f8629130f9865f3d0fb90abf23a398bf,893.94,894.68,0.0008277960489517142,0.7089232340537643,-0.08444444444444445,0,0
3,3,6,2,2,86,0,0,0,0,1,fastexcel,java,e16b68a1f8629130f9865f3d0fb90abf23a398bf,52fb605d1356cbe8a66aaf74626f08bef6b40cd3,894.68,893.15,-0.001710108642196062,0.8357050269952793,0.04888888888888889,0,0
283,31,314,4,3,233,0,0,0,0,0,fastexcel,java,52fb605d1356cbe8a66aaf74626f08bef6b40cd3,2b0613496d55fa00cd758b47dc17c27e20b6e570,893.15,893.66,0.000571012707831821,0.9009714934164412,-0.03111111111111111,0,0
1,1,2,1,1,34,0,0,0,0,0,fastexcel,java,2b0613496d55fa00cd758b47dc17c27e20b6e570,c626616c0c4ff6f8d4ea3cebcbb25b20079e8471,893.66,880.0,-0.0152854553185775,0.0005759812107616887,0.7422222222222222,0,0
8,1,9,2,1,22,0,0,0,0,0,fastexcel,java,c626616c0c4ff6f8d4ea3cebcbb25b20079e8471,79707ebb4a5e4f73db7ff2347fe2e6949df881fa,880.0,881.42,0.0016136363636363171,0.7089232340537643,-0.08444444444444445,0,0
2,9,11,3,1,70,0,0,0,0,1,fastexcel,java,79707ebb4a5e4f73db7ff2347fe2e6949df881fa,4901b54a2b1a360863b8b6369c05fd8818258ed2,881.42,877.06,-0.0049465634998071455,0.1984059822777975,0.28,0,0
8,1,9,2,2,68,0,0,0,0,0,fastexcel,java,4901b54a2b1a360863b8b6369c05fd8818258ed2,3476af19adb9b6fa76e809ecd64e79508a97b08d,877.06,878.24,0.0013454039632409,0.8519177555606353,-0.044444444444444446,0,0
3,3,6,2,2,64,0,0,0,0,1,fastexcel,java,3476af19adb9b6fa76e809ecd64e79508a97b08d,8583f458abb1aeee1b399cc878bee3b195760ca6,878.24,878.05,-0.00021634177445806907,0.9009714934164412,0.03111111111111111,0,0
1,1,2,1,1,67,0,0,0,0,1,fastexcel,java,8583f458abb1aeee1b399cc878bee3b195760ca6,88e8a96f4e7845d791a1a22146c0d0ed1470870a,878.05,877.89,-0.00018222196913611773,0.5338294217441396,-0.13777777777777778,0,0
1,1,2,1,1,49,0,0,0,0,1,fastexcel,java,88e8a96f4e7845d791a1a22146c0d0ed1470870a,d0d606afe42c5ad9886119113af60f7b47b3e7e3,877.89,879.89,0.002278189750424313,0.8357050269952793,-0.04888888888888889,0,0
1,1,2,1,1,70,0,0,0,0,1,fastexcel,java,d0d606afe42c5ad9886119113af60f7b47b3e7e3,6db6c3c75e4fc9befdcf1466c82e417259ed54a9,879.89,876.83,-0.003477707440702753,0.3400858902842717,0.2088888888888889,0,0
1,1,2,1,1,34,0,0,0,0,0,fastexcel,java,6db6c3c75e4fc9befdcf1466c82e417259ed54a9,fb2c5a790ba469b6243e9c4d90cb27be89a40a22,876.83,884.62,0.0088842763135385,0.0014040790204992788,-0.6888888888888889,0,0
1,1,2,1,1,75,0,0,0,0,1,fastexcel,java,fb2c5a790ba469b6243e9c4d90cb27be89a40a22,285ed87f2d04e7ae2d76c90279a8a8d7b1b97952,884.62,883.9,-0.0008139087969976117,0.7400217511938185,-0.07555555555555556,0,0
1,1,2,1,1,49,0,0,0,0,1,fastexcel,java,285ed87f2d04e7ae2d76c90279a8a8d7b1b97952,68b3911c1d16bb8a3b4e80e41837bbbffc38c755,883.9,882.9,-0.0011313497001923295,0.10573920209087935,0.3511111111111111,0,0
1,1,2,1,1,75,0,0,0,0,1,fastexcel,java,68b3911c1d16bb8a3b4e80e41837bbbffc38c755,73f65ae32faa0c864116713296b9767884a407c4,882.9,888.13,0.0059236606637218464,0.00042246757669391977,-0.76,0,0
